cust_id,balance,balance_frequency,purchases,oneoff_purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,cash_advance_frequency,cash_advance_trx,purchases_trx,credit_limit,payments,minimum_payments,prc_full_payment,tenure,utilisation_rate,cash_advance_ratio,payment_ratio,purchase_type,R_score,F_score,M_score,rfm_score,segment,high_utilisation,cash_dependent,poor_payer,risk_flags,watch_list
C10716,233.395491,0.818182,2025.0,2025.0,0.0,385.62779,0.75,0.75,0.0,0.083333,1,21,6000.0,2420.445403,118.312302,0.5,12,0.0388992485,0.15990352723543627,10.326330906254508,One-off,4,4,5,13,Champions,False,False,False,0,False
C10717,318.186198,1.0,3548.64,2949.37,599.27,0.0,1.0,0.916667,1.0,0.0,0,51,20000.0,3908.960912,199.621137,1.0,12,0.015909309899999998,0.0,12.246647682428925,One-off,4,5,5,14,Champions,False,False,False,0,False
C10718,448.190189,1.0,1687.29,1687.29,0.0,0.0,0.5,0.5,0.0,0.0,0,8,11500.0,1464.000198,261.032083,0.166667,12,0.03897305991304348,0.0,3.2591989626024533,One-off,3,3,5,11,Loyal,False,False,False,0,False
C10719,908.354652,1.0,231.35,0.0,231.35,944.183414,1.0,0.0,0.857143,0.142857,3,7,1000.0,161.97536,930.115009,0.0,7,0.908354652,0.8025130461785592,0.1781212199704016,Installment,4,3,3,10,Loyal,True,True,False,2,True
C10720,546.844163,1.0,2427.26,1587.34,839.92,0.0,1.0,1.0,1.0,0.0,0,30,5000.0,1747.703784,176.211823,0.333333,12,0.1093688326,0.0,3.190147677086778,One-off,4,5,5,14,Champions,False,False,False,0,False
C10721,763.327047,1.0,579.28,300.0,279.28,727.52546,0.5,0.166667,0.416667,0.083333,1,13,1200.0,635.871404,220.685812,0.0,12,0.6361058725,0.5562948636106779,0.8319362849918878,One-off,3,4,4,11,Loyal,False,False,False,0,False
C10722,1495.801569,1.0,420.03,320.03,100.0,0.0,1.0,0.25,1.0,0.0,0,16,6600.0,1283.885302,389.191998,0.0,12,0.22663660136363636,0.0,0.8577525094777609,One-off,4,4,3,11,Loyal,False,False,False,0,False
C10723,7006.751866,1.0,328.92,328.92,0.0,9497.696525,0.166667,0.166667,0.0,0.666667,12,2,10000.0,659.559695,1400.681628,0.0,6,0.7006751865999999,0.9664292965480763,0.09411858576215176,One-off,2,2,3,7,Dormant,False,True,True,2,True
C10724,4414.952906,1.0,419.64,0.0,419.64,0.0,1.0,0.0,1.0,0.0,0,12,4200.0,467.204852,24302.09819,0.0,12,1.0511792633333334,0.0,0.10579932846774792,Installment,4,4,3,11,Loyal,True,False,False,1,False
C10725,255.052529,1.0,3267.03,1439.07,1827.96,0.0,1.0,1.0,1.0,0.0,0,101,6000.0,2841.850383,173.710118,1.0,12,0.04250875483333333,0.0,11.098700700589449,Installment,4,5,5,14,Champions,False,False,False,0,False
C10726,1167.045536,1.0,294.13,65.0,229.13,0.0,0.916667,0.083333,0.833333,0.0,0,12,1500.0,686.376349,266.50397,0.0,12,0.7780303573333334,0.0,0.587628074287679,Installment,4,4,3,11,Loyal,False,False,False,0,False
C10727,3063.017462,1.0,0.0,0.0,0.0,3550.209696,0.0,0.0,0.0,0.166667,3,0,5500.0,757.537513,891.059927,0.0,12,0.5569122658181818,0.9997184058150308,0.24723668268702578,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10728,1546.216153,0.833333,0.0,0.0,0.0,2196.107878,0.0,0.0,0.0,0.166667,5,0,3000.0,247.706733,310.58347,0.0,6,0.5154053843333334,0.9995448562130184,0.16009833695163084,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10729,999.392635,1.0,0.0,0.0,0.0,2368.248319,0.0,0.0,0.0,0.333333,10,0,1500.0,1724.178215,301.346806,0.1,12,0.6662617566666666,0.9995779252043863,1.723501507985412,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10730,3386.99251,1.0,171.92,171.92,0.0,0.0,0.416667,0.416667,0.0,0.0,0,5,4500.0,907.867126,912.269822,0.0,12,0.7526650022222222,0.0,0.2679660959462983,One-off,3,3,2,8,At Risk,False,False,False,0,False
C10731,963.572006,1.0,2210.97,1741.3,469.67,0.0,1.0,1.0,0.416667,0.0,0,50,9500.0,2946.752322,345.15359,0.0,12,0.10142863221052631,0.0,3.0549842869895603,One-off,4,5,5,14,Champions,False,False,False,0,False
C10732,454.580913,1.0,1229.57,1229.57,0.0,0.0,0.416667,0.416667,0.0,0.0,0,16,2700.0,1125.497981,192.979922,0.0,12,0.1683633011111111,0.0,2.4704678112798812,One-off,3,4,4,11,Loyal,False,False,False,0,False
C10733,2572.508325,1.0,64.0,64.0,0.0,248.690762,0.083333,0.083333,0.0,0.083333,2,1,2800.0,373.433094,3945.38539,0.0,12,0.9187529732142856,0.7927895626075211,0.14510661977361197,One-off,2,2,2,6,Dormant,True,True,False,2,True
C10734,2596.59993,1.0,0.0,0.0,0.0,1700.074178,0.0,0.0,0.0,0.5,9,0,3000.0,1794.421173,936.618592,0.0,12,0.86553331,0.9994121361590618,0.6907996694471731,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10735,13763.47358,1.0,9670.84,6701.08,2969.76,1896.204934,1.0,0.75,1.0,0.166667,2,88,17500.0,24199.11108,3039.137305,0.083333,12,0.7864842045714285,0.16391749382186488,1.7580847490718203,One-off,4,5,5,14,Champions,False,False,False,0,False
C10736,1861.026633,1.0,7446.18,6376.98,1069.2,2817.03397,1.0,1.0,1.0,0.25,5,82,10000.0,10274.93122,528.241518,0.333333,12,0.1861026633,0.2744519919629072,5.518144068350713,One-off,4,5,5,14,Champions,False,False,False,0,False
C10737,5422.456378,1.0,0.0,0.0,0.0,9972.234861,0.0,0.0,0.0,0.166667,2,0,14000.0,1661.693077,1949.814235,0.0,12,0.3873183127142857,0.9998997316303148,0.3063900511379756,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10738,838.616485,1.0,375.57,375.57,0.0,99.587515,0.25,0.25,0.0,0.083333,1,3,6000.0,779.057364,179.42685,0.0,12,0.13976941416666666,0.20914825842872606,0.9278728775793391,One-off,2,2,3,7,Dormant,False,False,False,0,False
C10739,446.735142,1.0,5228.36,2337.44,2890.92,0.0,1.0,1.0,1.0,0.0,0,71,3000.0,4843.737867,177.051156,0.454545,12,0.148911714,0.0,10.818310676627657,Installment,4,5,5,14,Champions,False,False,False,0,False
C10740,88.823762,1.0,291.65,0.0,291.65,0.0,0.75,0.0,0.666667,0.0,0,10,8000.0,341.378477,209.317582,0.083333,12,0.01110297025,0.0,3.800536399265931,Installment,4,3,3,10,Loyal,False,False,False,0,False
C10741,821.916526,0.857143,1386.4,1386.4,0.0,0.0,0.285714,0.285714,0.0,0.0,0,3,1500.0,238.348011,154.555561,0.0,7,0.5479443506666667,0.0,0.28963813882624595,One-off,3,2,4,9,At Risk,False,False,False,0,False
C10742,3714.539663,1.0,1307.16,1307.16,0.0,4245.840374,1.0,1.0,0.0,0.333333,4,24,5000.0,1529.771263,1212.951385,0.0,12,0.7429079326,0.764465266130715,0.4117224957208054,One-off,4,5,4,13,Champions,False,True,False,1,False
C10743,7811.234174,1.0,0.0,0.0,0.0,6372.109273,0.0,0.0,0.0,0.333333,8,0,16000.0,2322.058763,1831.024986,0.0,12,0.488202135875,0.999843090718021,0.2972336352548256,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10744,1024.761905,1.0,77.99,77.99,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,1200.0,555.23373,303.743033,0.0,12,0.8539682541666668,0.0,0.5412890918385198,One-off,2,2,2,6,Dormant,True,False,False,1,False
C10745,2386.932058,1.0,861.79,181.81,679.98,457.699229,0.333333,0.166667,0.166667,0.083333,1,7,6000.0,6532.686986,634.388953,0.083333,12,0.39782200966666664,0.3466133755188699,2.73570890097745,Installment,3,3,4,10,Loyal,False,False,False,0,False
C10746,15.492415,1.0,65.0,65.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,3000.0,19.221233,67.643963,0.0,12,0.005164138333333333,0.0,1.165458970078063,One-off,2,2,2,6,Dormant,False,False,False,0,False
C10747,2643.876192,0.818182,798.34,277.0,521.34,3206.809796,0.5,0.25,0.416667,0.166667,2,19,4500.0,728.056878,769.627647,0.0,12,0.5875280426666667,0.8004717644861625,0.27527068382337344,Installment,3,4,4,11,Loyal,False,True,False,1,False
C10748,4881.822347,1.0,0.0,0.0,0.0,223.953042,0.0,0.0,0.0,0.25,3,0,8500.0,1227.062915,1208.463027,0.0,12,0.5743320408235294,0.9955546277964981,0.2513019781999453,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10749,1855.212121,1.0,32.22,32.22,0.0,37.743145,0.083333,0.083333,0.0,0.083333,1,1,2000.0,349.584645,695.503633,0.0,12,0.9276060605,0.5318696768583185,0.18833227142793774,One-off,2,2,2,6,Dormant,True,False,False,1,False
C10750,13774.74154,1.0,404.24,0.0,404.24,3369.474535,0.25,0.0,0.25,0.5,7,3,14500.0,3167.870886,3533.4648,0.0,12,0.9499821751724139,0.8926435373476527,0.22996009883036758,Installment,2,2,3,7,Dormant,True,True,False,2,True
C10751,251.151609,0.363636,0.0,0.0,0.0,1084.813197,0.0,0.0,0.0,0.166667,4,0,1200.0,3597.140559,308.399887,0.333333,12,0.20929300750000002,0.9990790312709746,14.26578467322015,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10752,1355.180523,0.909091,8820.67,2549.65,6271.02,0.0,0.75,0.583333,0.583333,0.0,0,37,6500.0,3609.323897,416.412205,0.0,12,0.20848931123076922,0.0,2.6613889786706517,Installment,4,5,5,14,Champions,False,False,False,0,False
C10753,6713.551391,1.0,7590.08,7403.57,186.51,1596.569821,0.666667,0.666667,0.166667,0.166667,4,81,10000.0,2344.430467,4676.633767,0.0,12,0.6713551391,0.17377347331531479,0.34915667934903444,One-off,3,5,5,13,Champions,False,False,False,0,False
C10754,2398.26262,1.0,0.0,0.0,0.0,722.361498,0.0,0.0,0.0,0.416667,8,0,6000.0,738.312743,879.041116,0.0,12,0.39971043666666667,0.9986175653490477,0.307724855480806,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10755,1433.857464,1.0,1613.74,800.87,812.87,0.0,1.0,0.416667,0.833333,0.0,0,37,1500.0,1361.684623,1854.077627,0.0,12,0.9559049759999999,0.0,0.9490034077698467,Installment,4,5,5,14,Champions,True,False,False,1,False
C10756,142.406825,1.0,1214.74,574.33,640.41,0.0,1.0,0.333333,1.0,0.0,0,48,11000.0,941.91753,180.400442,0.75,12,0.012946075,0.0,6.568149946838305,Installment,4,5,4,13,Champions,False,False,False,0,False
C10757,660.397749,1.0,776.89,698.99,77.9,0.0,0.166667,0.083333,0.083333,0.0,0,2,1500.0,487.294072,215.007957,0.0,12,0.440265166,0.0,0.7367640315328622,One-off,2,2,4,8,At Risk,False,False,False,0,False
C10758,4834.586867,1.0,0.0,0.0,0.0,56.747353,0.0,0.0,0.0,0.1,1,0,5500.0,874.365824,1582.515056,0.0,10,0.879015794,0.9826831889593277,0.18081896738677697,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10759,2571.284657,1.0,0.0,0.0,0.0,259.611243,0.0,0.0,0.0,0.416667,7,0,2750.0,750.534962,883.249328,0.0,12,0.9350126025454546,0.9961628670026335,0.29177756822424644,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10760,492.916599,1.0,4371.82,2765.16,1606.66,0.0,1.0,0.916667,1.0,0.0,0,97,20000.0,3603.230966,207.887409,0.583333,12,0.02464582995,0.0,7.29522144689047,One-off,4,5,5,14,Champions,False,False,False,0,False
C10761,2752.146656,1.0,1648.53,618.55,1029.98,2146.51325,1.0,0.333333,1.0,0.25,4,46,6500.0,1427.725762,1342.185961,0.0,12,0.42340717784615384,0.5654606938422001,0.5185796255671751,Installment,4,5,5,14,Champions,False,False,False,0,False
C10762,7715.659048,1.0,0.0,0.0,0.0,6182.982033,0.0,0.0,0.0,1.0,62,0,11500.0,1777.003806,2412.544026,0.0,12,0.6709268737391305,0.9998382918975729,0.23028149811291232,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10763,0.25571,0.090909,24.0,0.0,24.0,0.0,0.166667,0.0,0.166667,0.0,0,2,1500.0,9.533313,8.8426,0.0,12,0.00017047333333333333,0.0,7.591970279762046,Installment,2,2,2,6,Dormant,False,False,False,0,False
C10764,95.865855,0.363636,1123.58,1123.58,0.0,0.0,0.083333,0.083333,0.0,0.0,0,9,1500.0,3245.496885,142.868781,0.0,12,0.06391057,0.0,33.505066207282226,One-off,2,3,4,9,At Risk,False,False,False,0,False
C10765,1439.343061,0.909091,571.91,571.91,0.0,0.0,0.25,0.25,0.0,0.0,0,5,2100.0,2573.55754,756.220978,0.0,12,0.6854014576190476,0.0,1.7867670624338847,One-off,2,3,4,9,At Risk,False,False,False,0,False
C10766,5603.045332,1.0,0.0,0.0,0.0,2909.490912,0.0,0.0,0.0,0.416667,6,0,7500.0,6135.140807,2279.351491,0.0,12,0.7470727109333333,0.9996564153504561,1.0947700176455317,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10767,1.691842,1.0,0.0,0.0,0.0,1148.820355,0.0,0.0,0.0,0.166667,3,0,1500.0,3.500505,8.56154,0.0,6,0.0011278946666666667,0.9991302989239567,1.3004125056374036,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10768,83.279345,1.0,1080.11,0.0,1080.11,0.0,1.0,0.0,1.0,0.0,0,23,9000.0,1065.332527,178.115434,1.0,12,0.009253260555555556,0.0,12.640493670186924,Installment,4,5,4,13,Champions,False,False,False,0,False
C10769,1157.168369,1.0,0.0,0.0,0.0,1249.682243,0.0,0.0,0.0,0.583333,10,0,3000.0,264.548484,326.316359,0.0,12,0.3857227896666667,0.9992004363973368,0.2284197108822957,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10770,1560.533094,0.777778,749.57,209.77,539.8,4096.907903,0.666667,0.222222,0.444444,0.666667,19,7,6000.0,617.46628,414.824247,0.0,9,0.26008884899999996,0.8451627805181973,0.3954231148686754,Installment,3,3,4,10,Loyal,False,True,False,1,False
C10771,1575.508838,0.875,0.0,0.0,0.0,1977.834772,0.0,0.0,0.0,0.125,1,0,2500.0,260.843536,325.312921,0.0,8,0.6302035351999999,0.9994946520982197,0.1654564374855728,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10772,1544.979869,1.0,880.19,0.0,927.45,0.0,1.0,0.0,1.0,0.0,0,46,1500.0,1189.503063,1104.152962,0.0,12,1.0299865793333334,0.0,0.7694169159973713,Installment,4,5,4,13,Champions,True,False,False,1,False
C10773,1350.286625,1.0,642.33,642.33,0.0,0.0,0.5,0.5,0.0,0.0,0,12,9000.0,323.683167,344.973051,0.0,12,0.1500318472222222,0.0,0.2395370168042624,One-off,3,4,4,11,Loyal,False,False,False,0,False
C10774,1261.488342,1.0,890.2,890.2,0.0,0.0,0.5,0.5,0.0,0.0,0,9,3000.0,302.073647,330.87851,0.0,12,0.42049611400000003,0.0,0.2392684644687198,One-off,3,3,4,10,Loyal,False,False,False,0,False
C10775,1274.851959,1.0,1798.24,144.86,1653.38,756.233501,1.0,0.166667,0.916667,0.166667,3,17,1500.0,1340.224464,1732.955307,0.0,12,0.849901306,0.2959269586258958,1.0504545253435629,Installment,4,4,5,13,Champions,False,False,False,0,False
C10776,1646.715644,1.0,2720.68,2580.19,140.49,0.0,1.0,0.833333,0.666667,0.0,0,49,5000.0,2800.406648,357.591488,0.0,12,0.3293431288,0.0,1.6995691326943545,One-off,4,5,5,14,Champions,False,False,False,0,False
C10777,3121.267822,0.888889,4139.56,4139.56,0.0,3607.406242,0.333333,0.333333,0.0,0.222222,3,8,9000.0,1600.272221,597.159149,0.0,9,0.34680753577777773,0.465593954507062,0.5125352187036055,One-off,3,3,5,11,Loyal,False,False,False,0,False
C10779,3406.473855,1.0,1140.0,0.0,1140.0,0.0,0.5,0.0,0.5,0.0,0,6,3650.0,2541.196672,2559.345,0.0,12,0.9332805082191782,0.0,0.7457714365940454,Installment,3,3,4,10,Loyal,True,False,False,1,False
C10780,4006.206157,1.0,169.28,0.0,169.28,2868.734582,0.583333,0.0,0.583333,0.25,7,7,6000.0,1553.157125,988.712621,0.0,12,0.6677010261666667,0.9439686795158655,0.3875910208130577,Installment,3,3,2,8,At Risk,False,True,False,1,False
C10781,915.424422,0.857143,0.0,0.0,0.0,2454.439476,0.0,0.0,0.0,0.428571,6,0,1200.0,1665.025645,247.205901,0.0,7,0.7628536850000001,0.9995927409289562,1.8168717518093378,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10782,4193.283047,1.0,183.7,183.7,0.0,1585.714709,0.25,0.25,0.0,0.166667,4,4,10500.0,1030.093462,1116.001393,0.0,12,0.3993602901904762,0.8956741609403337,0.24559464644065546,One-off,2,2,2,6,Dormant,False,True,False,1,False
C10783,10397.09989,1.0,0.0,0.0,0.0,4045.620171,0.0,0.0,0.0,0.25,6,0,13000.0,3222.169406,2818.707479,0.0,12,0.7997769146153846,0.9997528801919274,0.3098805974251898,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10784,2830.364475,1.0,1412.76,0.0,1412.76,2045.094842,1.0,0.0,1.0,0.416667,6,25,5000.0,6940.278105,759.346966,0.0,12,0.566072895,0.5912635642198483,2.4512132458679665,Installment,4,5,4,13,Champions,False,False,False,0,False
C10785,5499.895765,1.0,0.0,0.0,0.0,485.269985,0.0,0.0,0.0,0.333333,6,0,6000.0,1445.294493,2703.217084,0.0,12,0.9166492941666667,0.9979435292515535,0.2627380257222525,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10786,815.427615,1.0,1936.01,1471.04,464.97,232.292989,0.916667,0.5,1.0,0.083333,1,27,2000.0,1759.115089,232.076866,0.0,12,0.40771380749999997,0.10708185540604537,2.1546491773186776,One-off,4,5,5,14,Champions,False,False,False,0,False
C10787,756.041971,0.875,2486.1,2052.75,433.35,0.0,0.875,0.875,0.5,0.0,0,33,4000.0,948.092359,1356.087629,0.0,8,0.18901049275,0.0,1.2523643276311822,One-off,4,5,5,14,Champions,False,False,False,0,False
C10788,5271.415483,1.0,0.0,0.0,0.0,2193.804998,0.0,0.0,0.0,0.25,7,0,6500.0,1479.003541,1321.46938,0.0,12,0.8109869973846153,0.9995443786573699,0.28051725926547205,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10789,23.276656,0.636364,796.56,0.0,796.56,0.0,1.0,0.0,1.0,0.0,0,13,4000.0,912.478311,102.895907,0.636364,12,0.005819164,0.0,37.586655715680116,Installment,4,4,4,12,Champions,False,False,False,0,False
C10790,5639.464394,1.0,717.18,399.15,318.03,3856.971744,0.416667,0.166667,0.25,0.75,16,7,7000.0,1460.652254,1540.175186,0.0,12,0.8056377705714285,0.8430259715556224,0.2589595735332994,One-off,3,3,4,10,Loyal,False,True,False,1,False
C10791,5308.90635,1.0,0.0,0.0,0.0,4954.608429,0.0,0.0,0.0,0.5,21,0,9500.0,1334.749456,1272.080547,0.0,12,0.5588322473684211,0.9997982084310479,0.2513696792411414,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10792,62.209376,0.090909,782.88,782.88,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,3000.0,2941.300379,280.618072,0.0,12,0.020736458666666666,0.0,46.532659632646904,One-off,2,2,4,8,At Risk,False,False,False,0,False
C10793,2052.32561,1.0,0.0,0.0,0.0,200.266788,0.0,0.0,0.0,0.333333,5,0,2000.0,529.203224,1501.874974,0.0,12,1.026162805,0.9950314703685736,0.25772981227268676,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10794,56.720267,0.818182,260.0,260.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,5500.0,278.975102,92.072121,0.0,12,0.010312775818181819,0.0,4.833226117959572,One-off,2,2,3,7,Dormant,False,False,False,0,False
C10795,1121.068043,1.0,0.0,0.0,0.0,56.461201,0.0,0.0,0.0,0.166667,3,0,1200.0,236.09244,351.184105,0.0,12,0.9342233691666667,0.9825969526811665,0.21040830943618632,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10796,9470.18498,1.0,49.19,0.0,49.19,4078.303778,0.416667,0.0,0.416667,0.25,6,5,12000.0,2230.957196,2672.605531,0.0,12,0.7891820816666667,0.9878430239455722,0.23555206668553524,Installment,3,3,2,8,At Risk,False,True,False,1,False
C10797,2388.503738,1.0,4021.29,2303.6,1717.69,2075.781347,1.0,1.0,0.5,0.333333,4,44,5000.0,2851.045852,794.323892,0.0,12,0.4777007476,0.3403996491482834,1.1931539619127394,One-off,4,5,5,14,Champions,False,False,False,0,False
C10798,1955.179305,1.0,503.45,503.45,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10500.0,685.660178,495.65428,0.0,12,0.18620755285714286,0.0,0.35050988232390073,One-off,2,2,3,7,Dormant,False,False,False,0,False
C10799,432.915949,1.0,4430.17,3628.67,801.5,0.0,1.0,1.0,1.0,0.0,0,78,8500.0,4301.600928,186.739077,1.0,12,0.05093128811764706,0.0,9.91344277137875,One-off,4,5,5,14,Champions,False,False,False,0,False
C10800,2027.896903,1.0,933.5,933.5,0.0,1160.28334,0.083333,0.083333,0.0,0.083333,2,1,3000.0,393.417404,462.153221,0.0,12,0.6759656343333333,0.5538918120286368,0.19390704545818904,One-off,2,2,4,8,At Risk,False,False,False,0,False
C10801,1252.58309,1.0,1163.93,950.03,213.9,0.0,0.833333,0.75,0.416667,0.0,0,22,5000.0,0.0,0.0,0.0,12,0.250516618,0.0,0.0,One-off,4,4,4,12,Champions,False,False,True,1,False
C10803,1822.43199,1.0,177.23,70.26,106.97,0.0,0.083333,0.083333,0.083333,0.0,0,3,2500.0,1136.340121,428.353499,0.0,12,0.728972796,0.0,0.6231875535977626,Installment,2,2,2,6,Dormant,False,False,False,0,False
C10804,1557.750089,1.0,283.6,204.27,79.33,0.0,0.25,0.125,0.125,0.0,0,2,5000.0,424.829757,282.152847,0.0,8,0.31155001779999997,0.0,0.2725451372853137,One-off,2,2,3,7,Dormant,False,False,False,0,False
C10805,3879.064446,1.0,9796.28,9536.28,260.0,1959.013493,1.0,0.833333,0.583333,0.166667,2,45,19000.0,12667.90527,968.363741,0.333333,12,0.20416128663157895,0.1666352999919955,3.2648698098454214,One-off,4,5,5,14,Champions,False,False,False,0,False
C10806,708.509086,1.0,2109.61,1734.61,375.0,366.008558,1.0,0.583333,1.0,0.166667,3,19,6500.0,4591.162882,296.681069,0.181818,12,0.10900139784615386,0.14778559936802346,6.470900757428777,One-off,4,4,5,13,Champions,False,False,False,0,False
C10807,2748.60877,1.0,0.0,0.0,0.0,434.319424,0.0,0.0,0.0,0.166667,4,0,3000.0,808.881566,1663.969183,0.0,12,0.9162029233333333,0.9977028362511111,0.294180603009933,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10808,4343.537475,1.0,1326.3,1326.3,0.0,1123.247578,1.0,1.0,0.0,0.166667,2,23,4500.0,1373.689245,3414.220124,0.0,12,0.96523055,0.4583659538317277,0.3161876846280397,One-off,4,5,4,13,Champions,True,False,False,1,False
C10809,8646.143734,1.0,0.0,0.0,0.0,10204.12284,0.0,0.0,0.0,0.416667,9,0,10000.0,11192.8048,3427.635445,0.0,12,0.8646143733999999,0.9999020099987351,1.294393286882769,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10810,90.445498,0.454545,0.0,0.0,0.0,729.325692,0.0,0.0,0.0,0.166667,2,0,3500.0,79.242572,81.716644,0.0,12,0.025841570857142858,0.9986307478828227,0.8665552020942572,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10811,9164.724752,1.0,3407.69,2074.16,1333.53,2063.860557,1.0,0.833333,1.0,0.166667,5,77,9500.0,0.0,0.0,0.0,12,0.964707868631579,0.3771295551322213,0.0,One-off,4,5,5,14,Champions,True,False,True,2,True
C10812,298.592251,1.0,1804.09,620.16,1183.93,327.479813,0.916667,0.916667,0.666667,0.25,3,27,7500.0,1672.051219,190.893951,0.181818,12,0.03981230013333333,0.1535611218932695,5.5810896757807,Installment,4,5,5,14,Champions,False,False,False,0,False
C10813,88.242406,0.636364,758.31,0.0,758.31,0.0,0.583333,0.0,0.5,0.0,0,7,6000.0,501.41401,83.041019,0.416667,12,0.014707067666666667,0.0,5.6185622113325815,Installment,3,3,4,10,Loyal,False,False,False,0,False
C10814,14.731998,0.818182,121.5,0.0,121.5,0.0,0.818182,0.0,0.818182,0.0,0,9,4000.0,137.148597,125.135021,0.0,11,0.0036829995000000003,0.0,8.717811749022596,Installment,4,3,2,9,At Risk,False,False,False,0,False
C10815,5211.229218,1.0,0.0,0.0,0.0,2316.206642,0.0,0.0,0.0,0.416667,10,0,5500.0,1009.545319,2092.29409,0.0,12,0.9474962214545455,0.9995684459116098,0.19368782084901776,No purchases,1,1,1,3,Lost,True,True,False,2,True
C10816,835.007085,0.75,90.39,90.39,0.0,1160.459619,0.125,0.125,0.0,0.125,1,1,1500.0,254.561828,152.221816,0.0,8,0.55667139,0.9269960236334105,0.3044972136809104,One-off,2,2,2,6,Dormant,False,True,False,1,False
C10817,2302.479845,1.0,0.0,0.0,0.0,861.574218,0.0,0.0,0.0,0.75,9,0,2600.0,0.0,0.0,0.0,12,0.8855691711538461,0.9988406794695086,0.0,No purchases,1,1,1,3,Lost,True,True,True,3,True
C10818,1782.997768,0.909091,0.0,0.0,0.0,16037.32794,0.0,0.0,0.0,0.416667,11,0,10000.0,15923.28722,517.595201,0.0,12,0.1782997768,0.9999376493607226,8.925620595283167,No purchases,1,1,1,3,Lost,False,True,False,1,False
C10819,2435.823938,1.0,749.3,393.5,355.8,0.0,0.583333,0.083333,0.5,0.0,0,8,8500.0,2501.125038,541.51241,0.0,12,0.2865675221176471,0.0,1.0263872571987185,One-off,3,3,4,10,Loyal,False,False,False,0,False
C10820,10.096031,1.0,184.92,0.0,184.92,0.0,1.0,0.0,1.0,0.0,0,12,4000.0,185.189285,129.992635,0.545455,12,0.00252400775,0.0,16.68968706017494,Installment,4,4,2,10,Loyal,False,False,False,0,False
C10821,1524.409377,1.0,70.0,0.0,70.0,640.711949,0.166667,0.0,0.166667,0.5,9,2,1500.0,973.097522,1263.139657,0.0,12,1.0162729179999999,0.9002405395894232,0.6379254885096987,Installment,2,2,2,6,Dormant,True,True,False,2,True
C10822,1819.529197,1.0,219.26,219.26,0.0,977.92638,0.25,0.25,0.0,0.333333,7,5,2500.0,518.949471,1223.335721,0.0,12,0.7278116788,0.8161721718118677,0.2850541874610759,One-off,2,3,3,8,At Risk,False,True,False,1,False
C10823,4.607593,0.181818,44.55,44.55,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,6000.0,267.147917,88.028446,0.0,12,0.0007679321666666666,0.0,47.6403899141753,One-off,2,2,2,6,Dormant,False,False,False,0,False
C10824,644.530629,1.0,268.68,0.0,268.68,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,1557.68946,438.318992,0.166667,12,0.5371088574999999,0.0,2.4130372596154537,Installment,4,4,3,11,Loyal,False,False,False,0,False
C10825,147.180819,0.636364,0.0,0.0,0.0,1843.426883,0.0,0.0,0.0,0.166667,6,0,2600.0,0.0,0.0,0.0,12,0.05660800730769231,0.9994578261631204,0.0,No purchases,1,1,1,3,Lost,False,True,True,2,True
C10826,197.555397,1.0,1876.8,0.0,1876.8,0.0,1.0,0.0,1.0,0.0,0,12,5000.0,1715.207478,163.663033,1.0,12,0.0395110794,0.0,8.638432920561712,Installment,4,4,5,13,Champions,False,False,False,0,False
C10827,1716.622291,1.0,455.76,36.0,419.76,0.0,1.0,0.083333,1.0,0.0,0,13,1700.0,881.425823,1066.801936,0.0,12,1.0097778182352941,0.0,0.5131662692190806,Installment,4,4,3,11,Loyal,True,False,False,1,False
